facility_name,name_url,county,epa_class_simple,srn,violation_count,most_recent_vn
"SHINGLECYCLE, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7609' target='_blank'>SHINGLECYCLE, LLC</a>",Ingham,True Minor ,B7609,1.0,2020-02-03
PENSKE LOGISTICS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1092' target='_blank'>PENSKE LOGISTICS</a>,Wayne,True Minor ,P1092,1.0,2019-12-23
MYRTLE PARK CREMATORIUM,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5839' target='_blank'>MYRTLE PARK CREMATORIUM</a>,Kent,True Minor ,N5839,1.0,2020-02-03
TENNECO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2668' target='_blank'>TENNECO</a>,Jackson,Unknown,N2668,1.0,2019-09-26
GREAT LAKES GAS TRANSMISSION STATION #13,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3818' target='_blank'>GREAT LAKES GAS TRANSMISSION STATION #13</a>,Genesee,Major ,N3818,1.0,2020-01-31
CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6637' target='_blank'>CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION</a>,Saint Clair,Major ,B6637,1.0,2018-04-02
MARQUETTE BOARD OF LIGHT & POWER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1833' target='_blank'>MARQUETTE BOARD OF LIGHT & POWER</a>,Marquette,Major ,B1833,1.0,2018-02-09
KRO-PRO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0906' target='_blank'>KRO-PRO</a>,Muskegon,True Minor ,P0906,1.0,2018-03-30
LELAND INTERNATIONAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7420' target='_blank'>LELAND INTERNATIONAL</a>,Kent,True Minor ,N7420,1.0,2019-09-27
CONSOLIDATED STRIPPING & DERUSTING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3689' target='_blank'>CONSOLIDATED STRIPPING & DERUSTING</a>,Allegan,Unknown,N3689,1.0,2019-10-14
"HEARTLAND STEEL PRODUCTS, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8824' target='_blank'>HEARTLAND STEEL PRODUCTS, LLC</a>",Saint Clair,Synthetic Minor ,B8824,1.0,2019-10-04
"PVS TRANSPORTATION, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3427' target='_blank'>PVS TRANSPORTATION, INC.</a>",Wayne,True Minor ,B3427,1.0,2019-10-07
GENESEE CREMATION CENTER INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7552' target='_blank'>GENESEE CREMATION CENTER INC</a>,Genesee,True Minor ,N7552,1.0,2020-01-29
FCA US LLC - MACK AVENUE ENGINE PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4085' target='_blank'>FCA US LLC - MACK AVENUE ENGINE PLANT</a>,Wayne,Major ,M4085,1.0,2018-02-12
PENINSULA POWDER COATING INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7959' target='_blank'>PENINSULA POWDER COATING INC</a>,Baraga,True Minor ,N7959,1.0,2020-01-27
KREHER WIRE PROCESSING INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7836' target='_blank'>KREHER WIRE PROCESSING INC</a>,Wayne,True Minor ,N7836,1.0,2018-03-23
HENRY FORD ALLEGIANCE HEALTH,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E2236' target='_blank'>HENRY FORD ALLEGIANCE HEALTH</a>,Jackson,Unknown,E2236,1.0,2018-03-20
OTSEGO PAPER INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A0023' target='_blank'>OTSEGO PAPER INC</a>,Allegan,Major ,A0023,1.0,2019-10-09
"NGK SPARK PLUGS (U.S.A.), INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1099' target='_blank'>NGK SPARK PLUGS (U.S.A.), INC.</a>",Oakland,Synthetic Minor ,P1099,1.0,2020-01-22
VCP MICHIGAN - BAGLEY 23,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6080' target='_blank'>VCP MICHIGAN - BAGLEY 23</a>,Otsego,Synthetic Minor ,N6080,1.0,2018-03-19
TUSCOLA ENERGY INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0199' target='_blank'>TUSCOLA ENERGY INC</a>,Tuscola,True Minor ,P0199,1.0,2018-11-05
AUTOLIGN MFG GROUP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5154' target='_blank'>AUTOLIGN MFG GROUP</a>,Monroe,Unknown,N5154,1.0,2019-06-27
LAKELAND ASPHALT CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4253' target='_blank'>LAKELAND ASPHALT CORP</a>,Calhoun,Synthetic Minor ,B4253,1.0,2018-08-29
W2FUEL LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7927' target='_blank'>W2FUEL LLC</a>,Lenawee,Synthetic Minor ,N7927,1.0,2019-01-02
THE ANDERSONS READING GRAIN OPERATIONS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3927' target='_blank'>THE ANDERSONS READING GRAIN OPERATIONS</a>,Hillsdale,True Minor ,M3927,1.0,2019-01-07
COATINGS PLUS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7082' target='_blank'>COATINGS PLUS</a>,Kent,True Minor ,N7082,1.0,2019-01-11
SOUTHSIDE BODY SHOP INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8154' target='_blank'>SOUTHSIDE BODY SHOP INC</a>,Allegan,True Minor ,N8154,1.0,2019-01-14
BODYCOTE THERMAL PROCESSING INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4558' target='_blank'>BODYCOTE THERMAL PROCESSING INC.</a>,Wayne,True Minor ,M4558,1.0,2019-01-15
"ST. CLAIR PACKAGING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8239' target='_blank'>ST. CLAIR PACKAGING, INC.</a>",Saint Clair,True Minor ,N8239,1.0,2019-01-16
ROCK RECYCLERS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6837' target='_blank'>ROCK RECYCLERS</a>,Monroe,True Minor ,N6837,1.0,2019-01-22
LEE TRANSPORTATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0952' target='_blank'>LEE TRANSPORTATION</a>,Oakland,True Minor ,P0952,1.0,2018-08-30
CURTIS METAL FINISHING CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6455' target='_blank'>CURTIS METAL FINISHING CO</a>,Macomb,Synthetic Minor ,B6455,1.0,2019-01-22
AUTUMN VALLEY CREMATORY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1359' target='_blank'>AUTUMN VALLEY CREMATORY</a>,Roscommon,True Minor ,N1359,1.0,2019-01-22
ROPES COURSES INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0897' target='_blank'>ROPES COURSES INC.</a>,Allegan,True Minor ,P0897,1.0,2019-01-22
ROPES COURSES INCORPORATED,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0254' target='_blank'>ROPES COURSES INCORPORATED</a>,Allegan,True Minor ,P0254,1.0,2019-01-22
"LAPEER INDUSTRIES INC., PLANT 2","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3090' target='_blank'>LAPEER INDUSTRIES INC., PLANT 2</a>",Lapeer,True Minor ,N3090,1.0,2019-01-24
"DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2014' target='_blank'>DAY INTERNATIONAL, INC. A FLINT GROUP COMPANY</a>",Saint Joseph,True Minor ,B2014,1.0,2018-08-29
MICHIGAN TURKEY PRODUCERS CO-OP INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8704' target='_blank'>MICHIGAN TURKEY PRODUCERS CO-OP INC.</a>,Kent,True Minor ,B8704,1.0,2019-01-25
"ACUMENT GLOBAL TECHNOLOGIES, RING SCREW LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5779' target='_blank'>ACUMENT GLOBAL TECHNOLOGIES, RING SCREW LLC</a>",Macomb,True Minor ,N5779,1.0,2018-08-29
RIM CUSTOM RACKS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M3847' target='_blank'>RIM CUSTOM RACKS</a>,Wayne,Synthetic Minor ,M3847,1.0,2019-01-29
BROOKLYN PRODUCTS INCORPORATED,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5374' target='_blank'>BROOKLYN PRODUCTS INCORPORATED</a>,Jackson,True Minor ,N5374,1.0,2019-02-01
BLUEBIRD ENTERPRISES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3328' target='_blank'>BLUEBIRD ENTERPRISES</a>,Lapeer,True Minor ,N3328,1.0,2019-02-05
MERCURY DISPLACEMENT INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5886' target='_blank'>MERCURY DISPLACEMENT INDUSTRIES</a>,Cass,True Minor ,N5886,1.0,2019-02-11
UNIBAND USA,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3718' target='_blank'>UNIBAND USA</a>,Kent,True Minor ,B3718,1.0,2018-08-29
DAVIDSON PLYFORMS INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B8606' target='_blank'>DAVIDSON PLYFORMS INC</a>,Kent,Synthetic Minor ,B8606,1.0,2019-02-13
"HAWORTH, INC. - BIG RAPIDS COMPONENTS-STEEL & WOOD","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5569' target='_blank'>HAWORTH, INC. - BIG RAPIDS COMPONENTS-STEEL & WOOD</a>",Mecosta,Synthetic Minor ,N5569,1.0,2019-02-13
GIBRALTAR NATIONAL CORP / QUIKRETE DETROIT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B3291' target='_blank'>GIBRALTAR NATIONAL CORP / QUIKRETE DETROIT</a>,Wayne,Synthetic Minor ,B3291,1.0,2019-02-14
LAYLINE OIL & GAS LLC - MARION GAS PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6160' target='_blank'>LAYLINE OIL & GAS LLC - MARION GAS PLANT</a>,Osceola,Synthetic Minor ,N6160,1.0,2019-02-19
SOUTHERN LITHOPLATE INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1872' target='_blank'>SOUTHERN LITHOPLATE INC.</a>,Kent,True Minor ,N1872,1.0,2019-02-20
COMPLETE FILTRATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2070' target='_blank'>COMPLETE FILTRATION</a>,Oakland,True Minor ,N2070,1.0,2018-08-30
ABSOLUTAIRE INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6518' target='_blank'>ABSOLUTAIRE INC</a>,Kalamazoo,True Minor ,N6518,1.0,2018-12-26
TUSCOLA ENERGY - NIXON - GARNER RD  CPF,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7955' target='_blank'>TUSCOLA ENERGY - NIXON - GARNER RD  CPF</a>,Tuscola,True Minor ,N7955,1.0,2018-12-19
ALLIED FINISHING INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6196' target='_blank'>ALLIED FINISHING INC</a>,Kent,True Minor ,B6196,1.0,2018-09-07
"ATMOSPHERE ANNEALING, LLC LANSING BASSETT FACILITY","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0478' target='_blank'>ATMOSPHERE ANNEALING, LLC LANSING BASSETT FACILITY</a>",Ingham,True Minor ,N0478,1.0,2018-11-05
TRI-COUNTY CREMATION SERVICE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1374' target='_blank'>TRI-COUNTY CREMATION SERVICE</a>,Washtenaw,True Minor ,N1374,1.0,2018-10-30
DMC SINAI GRACE HOSPITAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=K1276' target='_blank'>DMC SINAI GRACE HOSPITAL</a>,Wayne,Synthetic Minor ,K1276,1.0,2018-11-05
CENTRAL MICHIGAN CREMATORY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5686' target='_blank'>CENTRAL MICHIGAN CREMATORY</a>,Calhoun,True Minor ,N5686,1.0,2018-11-07
WHISPERING PINES PET CEMETERY AND CREMATORY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0776' target='_blank'>WHISPERING PINES PET CEMETERY AND CREMATORY</a>,Washtenaw,Unknown,P0776,1.0,2018-10-17
GEOCYCLE LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8267' target='_blank'>GEOCYCLE LLC</a>,Muskegon,True Minor ,N8267,1.0,2018-11-09
GLOBAL ENTERPRISES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A3037' target='_blank'>GLOBAL ENTERPRISES</a>,Macomb,Synthetic Minor ,A3037,1.0,2018-10-16
"AWREY BAKERIES, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B4569' target='_blank'>AWREY BAKERIES, INC.</a>",Wayne,Synthetic Minor ,B4569,1.0,2018-10-12
"LAPEER PLATING & PLASTICS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1863' target='_blank'>LAPEER PLATING & PLASTICS, INC.</a>",Lapeer,Synthetic Minor ,N1863,1.0,2018-11-15
LYONS INDUSTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5599' target='_blank'>LYONS INDUSTRIES</a>,Cass,Major ,N5599,1.0,2018-11-16
CASTING SERVICES GROUP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0332' target='_blank'>CASTING SERVICES GROUP</a>,Menominee,True Minor ,P0332,1.0,2018-10-12
CONDAT CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0107' target='_blank'>CONDAT CORP</a>,Washtenaw,True Minor ,P0107,1.0,2018-11-29
"HARBISONWALKER INTERNATIONAL, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B5777' target='_blank'>HARBISONWALKER INTERNATIONAL, INC.</a>",Newaygo,True Minor ,B5777,1.0,2018-10-04
NORTH KENT SEWER AUTHORITY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7940' target='_blank'>NORTH KENT SEWER AUTHORITY</a>,Kent,True Minor ,N7940,1.0,2018-10-02
SPECTRUM HEALTH BLODGETT CAMPUS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E6807' target='_blank'>SPECTRUM HEALTH BLODGETT CAMPUS</a>,Kent,Synthetic Minor ,E6807,1.0,2018-10-02
ADMIRAL METALS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0969' target='_blank'>ADMIRAL METALS</a>,Macomb,True Minor ,P0969,1.0,2018-09-28
DOUG'S TREE AND LAWN CARE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1117' target='_blank'>DOUG'S TREE AND LAWN CARE</a>,Oakland,True Minor ,P1117,1.0,2020-03-16
CENTRAL CONVEYOR,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0982' target='_blank'>CENTRAL CONVEYOR</a>,Oakland,Synthetic Minor ,P0982,1.0,2018-12-07
NEENAH PAPER - MICHIGAN INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B1470' target='_blank'>NEENAH PAPER - MICHIGAN INC</a>,Alger,Major ,B1470,1.0,2018-09-19
LG ENERGY SOLUTION MICHIGAN INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0087' target='_blank'>LG ENERGY SOLUTION MICHIGAN INC.</a>,Allegan,True Minor ,P0087,1.0,2018-09-18
WORLD CLASS EQUIPMENT COMPANY,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0761' target='_blank'>WORLD CLASS EQUIPMENT COMPANY</a>,Macomb,True Minor ,P0761,1.0,2018-09-18
HOSPITAL NETWORK INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7127' target='_blank'>HOSPITAL NETWORK INC</a>,Kalamazoo,True Minor ,N7127,1.0,2018-09-13
SACKRIDER CONSTRUCTION SERVICES LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7054' target='_blank'>SACKRIDER CONSTRUCTION SERVICES LLC</a>,Emmet,True Minor ,N7054,1.0,2018-09-11
"HERMAN MILLER, INC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6001' target='_blank'>HERMAN MILLER, INC</a>",Ottawa,Synthetic Minor ,B6001,1.0,2018-09-11
"MORGAN OLSON, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0879' target='_blank'>MORGAN OLSON, LLC</a>",Saint Joseph,Major ,N0879,1.0,2018-12-12
VAN ELDEREN INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5140' target='_blank'>VAN ELDEREN INC</a>,Allegan,True Minor ,N5140,1.0,2019-02-22
PHOENIX CREMATION SERVICES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7554' target='_blank'>PHOENIX CREMATION SERVICES</a>,Muskegon,True Minor ,N7554,1.0,2019-02-26
MARTIN PRODUCTS CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1152' target='_blank'>MARTIN PRODUCTS CO</a>,Saint Joseph,True Minor ,N1152,1.0,2018-06-06
MONROE CO ANIMAL CONTROL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6543' target='_blank'>MONROE CO ANIMAL CONTROL</a>,Monroe,True Minor ,N6543,1.0,2019-06-05
LECO CORP,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A0394' target='_blank'>LECO CORP</a>,Berrien,True Minor ,A0394,1.0,2019-05-02
RAINBOW BRIDGE,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7158' target='_blank'>RAINBOW BRIDGE</a>,Ingham,True Minor ,N7158,1.0,2019-05-02
CARL SCHLEGEL INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0290' target='_blank'>CARL SCHLEGEL INC</a>,Clinton,True Minor ,P0290,1.0,2018-07-17
RIVORE METALS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1017' target='_blank'>RIVORE METALS</a>,Oakland,True Minor ,P1017,1.0,2019-05-03
"LES MILLER & SONS AGGREGATES, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7361' target='_blank'>LES MILLER & SONS AGGREGATES, INC.</a>",Clinton,True Minor ,N7361,1.0,2018-07-17
MESSINA TRUCKING INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2613' target='_blank'>MESSINA TRUCKING INC</a>,Macomb,True Minor ,N2613,1.0,2019-05-08
UFP TECHNOLOGIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A2416' target='_blank'>UFP TECHNOLOGIES</a>,Kent,Synthetic Minor ,A2416,1.0,2018-07-11
"LAKELAND MILLS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7347' target='_blank'>LAKELAND MILLS, INC.</a>",Montcalm,True Minor ,N7347,1.0,2019-05-17
SRS FIBERGLASS PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A4298' target='_blank'>SRS FIBERGLASS PRODUCTS</a>,Muskegon,True Minor ,A4298,1.0,2019-05-20
COBRA - STATE MARION & RIVERSIDE 14-36,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0562' target='_blank'>COBRA - STATE MARION & RIVERSIDE 14-36</a>,Missaukee,True Minor ,P0562,1.0,2019-05-31
L PERRIGO CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7276' target='_blank'>L PERRIGO CO</a>,Allegan,True Minor ,B7276,1.0,2018-06-26
TUSCOLA ENERGY INC - WALAT 6-11,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0202' target='_blank'>TUSCOLA ENERGY INC - WALAT 6-11</a>,Tuscola,True Minor ,P0202,1.0,2018-11-05
"ACTEX, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1650' target='_blank'>ACTEX, INC.</a>",Oakland,True Minor ,N1650,1.0,2019-06-05
INDUCTOHEAT INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A5159' target='_blank'>INDUCTOHEAT INC.</a>,Oakland,True Minor ,A5159,1.0,2019-02-27
TRMI,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2354' target='_blank'>TRMI</a>,Calhoun,Synthetic Minor ,N2354,1.0,2019-06-06
PIONEER CABINETRY INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2664' target='_blank'>PIONEER CABINETRY INC</a>,Genesee,Synthetic Minor ,N2664,1.0,2019-06-07
UNIVERSITY MI DEARBORN,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=K5375' target='_blank'>UNIVERSITY MI DEARBORN</a>,Wayne,Synthetic Minor ,K5375,1.0,2018-06-21
"NORTRU, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N0731' target='_blank'>NORTRU, LLC</a>",Wayne,Synthetic Minor ,N0731,1.0,2019-06-11
GEORGIA PACIFIC CHEMICALS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N1237' target='_blank'>GEORGIA PACIFIC CHEMICALS LLC</a>,Crawford,Synthetic Minor ,N1237,1.0,2018-06-20
INTERNATIONAL MASTERTAG,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N3079' target='_blank'>INTERNATIONAL MASTERTAG</a>,Muskegon,True Minor ,N3079,1.0,2019-06-11
AMCANE SUGAR LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=M4732' target='_blank'>AMCANE SUGAR LLC</a>,Wayne,True Minor ,M4732,1.0,2019-06-18
THE L J GASCHO FURNITURE CO,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N4989' target='_blank'>THE L J GASCHO FURNITURE CO</a>,Huron,Synthetic Minor ,N4989,1.0,2019-06-19
LEXAMAR CORPORATION,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2812' target='_blank'>LEXAMAR CORPORATION</a>,Charlevoix,Major ,N2812,1.0,2018-06-18
"WOLVERINE TRAILERS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0927' target='_blank'>WOLVERINE TRAILERS, INC.</a>",Jackson,True Minor ,P0927,1.0,2018-06-13
"BANKS HARDWOODS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N2206' target='_blank'>BANKS HARDWOODS, INC.</a>",Saint Joseph,Synthetic Minor ,N2206,1.0,2018-06-06
MICHIGAN WOOD FUELS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N7729' target='_blank'>MICHIGAN WOOD FUELS LLC</a>,Allegan,Synthetic Minor ,N7729,1.0,2019-06-21
"ASAMA COLDWATER MANUFACTURING, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5814' target='_blank'>ASAMA COLDWATER MANUFACTURING, INC.</a>",Branch,Major ,N5814,1.0,2019-05-01
SIGNATURE CABINETRY AND MILLWORK,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5962' target='_blank'>SIGNATURE CABINETRY AND MILLWORK</a>,Allegan,True Minor ,N5962,1.0,2019-04-27
J. H. CAMPBELL PLANT,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B2835' target='_blank'>J. H. CAMPBELL PLANT</a>,Ottawa,Major ,B2835,1.0,2019-04-25
ADVANCED ARCHITECTUAL PRODUCTS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0686' target='_blank'>ADVANCED ARCHITECTUAL PRODUCTS</a>,Allegan,Synthetic Minor ,P0686,1.0,2019-04-22
YEAGER PAVING MATERIALS LLC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0443' target='_blank'>YEAGER PAVING MATERIALS LLC</a>,Saginaw,Synthetic Minor ,P0443,1.0,2018-08-29
FFT COMPOSITES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0887' target='_blank'>FFT COMPOSITES</a>,Saint Joseph,Synthetic Minor ,P0887,1.0,2019-03-12
OUR DAILY BREAD MINISTRIES,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P1003' target='_blank'>OUR DAILY BREAD MINISTRIES</a>,Kent,True Minor ,P1003,1.0,2019-03-22
"JVISFH, LLC","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=P0293' target='_blank'>JVISFH, LLC</a>",Oakland,Synthetic Minor ,P0293,1.0,2019-03-22
LAFATA ENTERPRISES INC.,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B7625' target='_blank'>LAFATA ENTERPRISES INC.</a>,Macomb,Major ,B7625,1.0,2019-03-25
MORSE HEMCO INC,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=A5948' target='_blank'>MORSE HEMCO INC</a>,Ottawa,True Minor ,A5948,1.0,2018-08-24
"KENT QUALITY FOODS, INC.","<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=E4842' target='_blank'>KENT QUALITY FOODS, INC.</a>",Kent,True Minor ,E4842,1.0,2018-08-21
ELECTRO CHEMICAL FINISHING,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N6520' target='_blank'>ELECTRO CHEMICAL FINISHING</a>,Kent,True Minor ,N6520,1.0,2018-08-15
CLOVERLAND ELECTRIC COOPERATIVE - DAFTER,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=B6107' target='_blank'>CLOVERLAND ELECTRIC COOPERATIVE - DAFTER</a>,Chippewa,Synthetic Minor ,B6107,1.0,2019-03-26
CLOVERLAND ELECTRIC - MANISTIQUE DIESEL PEAKERS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8304' target='_blank'>CLOVERLAND ELECTRIC - MANISTIQUE DIESEL PEAKERS</a>,Schoolcraft,Synthetic Minor ,N8304,1.0,2019-03-26
HOLCIM (US) INC. D/B/A LAFARGE ZILWAUKEE TERMINAL,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N5746' target='_blank'>HOLCIM (US) INC. D/B/A LAFARGE ZILWAUKEE TERMINAL</a>,Saginaw,True Minor ,N5746,1.0,2018-08-10
HEARTHSIDE FOOD SOLUTIONS,<a href='https://planet-detroit.github.io/air-permit-violation-dashboard/?srn=N8270' target='_blank'>HEARTHSIDE FOOD SOLUTIONS</a>,Kent,Synthetic Minor ,N8270,1.0,2018-08-09
